DATE,MONTH,ROMA_cloud_cover,ROMA_humidity,ROMA_pressure,ROMA_global_radiation,ROMA_sunshine,ROMA_temp_mean,ROMA_temp_min,ROMA_temp_max
20020120,1,4,0.89,1.0264,0.53,3.6,7.2,2.8,11.6
20020121,1,3,0.91,1.0261,0.62,4.3,7.8,1.8,13.8
20020122,1,5,0.92,1.0223,0.2,0.8,7.9,3.2,12.6
20020123,1,3,0.88,1.0203,0.52,4.4,8.2,3.0,13.4
20020124,1,7,0.95,1.0123,0.22,0.6,11.4,9.6,13.2
20020125,1,3,0.9,1.015,1.01,8.5,10.8,7.0,14.6
20020126,1,5,0.91,1.0263,0.53,2.0,8.6,3.8,13.4
20020127,1,6,0.91,1.0258,0.39,0.8,9.6,5.8,13.4
20020128,1,5,0.88,1.0261,0.91,6.7,11.2,6.6,15.8
20020129,1,4,0.93,1.0307,0.93,6.2,10.4,4.8,16.0
20020130,1,8,0.88,1.0314,0.23,0.0,11.4,9.8,13.0
20020131,1,8,0.85,1.0282,0.22,0.0,11.9,10.6,13.2
20020201,2,6,0.95,1.026,0.15,0.0,10.6,7.6,13.6
20020202,2,3,0.9,1.0316,0.96,6.5,10.2,5.4,15.0
20020203,2,0,0.77,1.0314,1.1,8.2,10.2,3.6,16.8
20020204,2,1,0.79,1.0269,1.09,8.6,9.4,3.4,15.4
20020205,2,2,0.87,1.0242,1.07,7.8,8.4,2.6,14.2
20020206,2,7,0.94,1.0108,0.21,0.0,10.6,9.0,12.2
20020207,2,4,0.8,1.0132,1.11,7.8,10.9,6.4,15.4
20020208,2,4,0.81,1.0228,1.09,6.5,10.7,5.0,16.4
20020209,2,2,0.86,1.0221,1.19,8.2,9.5,4.0,15.0
20020210,2,5,0.92,1.0157,0.66,3.3,10.6,5.8,15.4
20020211,2,2,0.82,1.0194,1.28,8.9,10.2,4.2,16.2
20020212,2,3,0.87,1.0231,1.25,8.6,9.3,3.4,15.2
20020213,2,6,0.89,1.0208,0.31,0.0,8.9,4.8,13.0
20020214,2,6,0.89,1.0156,0.58,1.8,12.3,9.8,14.8
20020215,2,6,0.82,1.015,0.88,4.0,12.8,8.8,16.8
20020216,2,6,0.91,1.0209,0.98,6.3,11.9,8.0,15.8
20020217,2,5,0.87,1.0188,1.07,6.3,12.7,7.8,17.6
20020218,2,6,0.94,1.0167,0.07,0.0,10.3,6.4,14.2
20020219,2,3,0.86,1.021,1.15,6.6,8.9,4.4,13.4
20020220,2,4,0.88,1.0181,1.15,8.4,8.0,2.4,13.6
20020221,2,8,0.9,1.0023,0.33,0.7,10.3,7.6,13.0
20020222,2,3,0.75,1.0091,1.43,8.7,7.8,0.6,15.0
20020223,2,3,0.89,1.0115,0.88,4.2,8.2,3.0,13.4
20020224,2,3,0.74,1.0082,1.28,8.8,9.5,3.4,15.6
20020225,2,4,0.72,1.0167,1.22,6.4,8.2,2.0,14.4
20020226,2,6,0.92,1.0188,0.43,1.5,9.9,6.8,13.0
20020227,2,3,0.87,1.0158,1.23,7.8,12.7,9.0,16.4
20020228,2,4,0.78,1.0131,1.32,5.9,12.7,8.4,17.0
20020301,3,4,0.7,1.0132,1.1,4.8,11.8,5.6,18.0
20020302,3,5,0.59,1.0105,1.28,5.5,13.8,7.2,20.4
20020303,3,6,0.85,1.0127,0.66,0.2,11.5,7.0,16.0
20020304,3,2,0.74,1.0127,1.64,9.3,13.6,6.6,20.6
20020305,3,3,0.54,1.0066,1.3,6.5,16.2,9.0,23.4
20020306,3,5,0.81,1.0113,1.33,7.4,10.9,0.0,21.8
20020307,3,4,0.77,1.0186,1.25,4.5,12.3,5.2,19.4
20020308,3,8,0.85,1.0173,0.44,0.0,14.7,12.4,17.0
20020309,3,7,0.97,1.0147,0.41,0.0,10.9,8.4,13.4
20020310,3,5,0.88,1.0123,1.26,3.9,12.3,7.6,17.0
20020311,3,0,0.51,1.0157,1.96,10.4,13.7,6.8,20.6
20020312,3,1,0.61,1.0184,1.97,10.0,12.0,5.0,19.0
20020313,3,2,0.84,1.0183,1.83,9.8,12.2,6.4,18.0
20020314,3,2,0.74,1.014,1.87,9.2,12.6,5.0,20.2
20020315,3,4,0.89,1.0143,1.06,2.3,12.5,7.8,17.2
20020316,3,3,0.89,1.0161,1.79,7.7,12.9,6.8,19.0
20020317,3,5,0.87,1.0145,1.46,5.5,13.6,7.6,19.6
20020318,3,4,0.9,1.016,1.77,9.0,13.7,9.0,18.4
20020319,3,6,0.92,1.0159,0.92,2.6,12.7,9.0,16.4
20020320,3,3,0.89,1.0151,1.72,9.5,13.8,7.4,20.2
20020321,3,4,0.91,1.0185,1.62,5.9,15.1,10.2,20.0
20020322,3,3,0.75,1.0129,1.94,10.2,16.1,10.4,21.8
20020323,3,2,0.56,1.0092,2.23,10.6,11.1,6.2,16.0
20020324,3,2,0.45,1.0152,1.85,9.2,7.2,4.0,10.4
20020325,3,1,0.52,1.0151,2.13,10.5,8.5,3.4,13.6
20020326,3,4,0.57,1.0167,1.66,6.8,9.1,3.2,15.0
20020327,3,4,0.73,1.019,1.92,7.5,12.2,4.8,19.6
20020328,3,4,0.6,1.0225,1.5,5.4,9.3,5.2,13.4
20020329,3,4,0.62,1.0239,1.49,4.6,9.2,3.0,15.4
20020330,3,2,0.7,1.0219,2.2,11.0,10.1,2.8,17.4
20020331,3,2,0.71,1.0194,2.14,9.5,11.5,4.4,18.6
20020401,4,3,0.71,1.0177,2.03,10.0,12.2,5.4,19.0
20020402,4,4,0.66,1.0167,2.13,9.8,12.4,5.8,19.0
20020403,4,7,0.84,1.0058,0.87,0.0,13.0,9.2,16.8
20020404,4,7,0.94,0.9979,0.27,0.0,11.3,9.6,13.0
20020405,4,3,0.72,0.9973,2.22,9.8,12.9,7.0,18.8
20020406,4,2,0.85,1.0084,2.12,9.7,12.4,6.6,18.2
20020407,4,4,0.81,1.0153,1.84,6.5,13.1,7.0,19.2
20020408,4,4,0.69,1.0135,2.07,5.3,16.4,9.2,23.6
20020409,4,7,0.85,1.0076,0.57,0.8,15.7,13.8,17.6
20020410,4,5,0.91,1.0067,1.68,6.4,14.9,12.0,17.8
20020411,4,7,0.78,1.002,0.83,1.0,16.5,11.4,21.6
20020412,4,7,0.87,0.9941,1.28,0.4,17.8,15.4,20.2
20020413,4,5,0.83,1.0009,1.89,7.2,14.6,10.2,19.0
20020414,4,5,0.94,1.0064,1.26,4.3,13.4,10.0,16.8
20020415,4,5,0.82,1.0099,1.52,3.7,12.5,9.8,15.2
20020416,4,5,0.81,1.0119,1.92,6.4,13.1,8.8,17.4
20020417,4,4,0.84,1.0123,1.77,6.8,12.3,7.8,16.8
20020418,4,2,0.86,1.0149,2.45,10.6,13.0,7.2,18.8
20020419,4,2,0.76,1.0175,2.53,10.9,14.5,8.6,20.4
20020420,4,2,0.8,1.0185,2.56,11.0,14.3,9.0,19.6
20020421,4,5,0.86,1.0198,1.57,3.4,10.0,1.0,19.0
20020422,4,3,0.78,1.023,2.23,9.0,16.5,10.0,23.0
20020423,4,2,0.67,1.0216,2.3,9.4,15.8,8.4,23.2
20020424,4,4,0.71,1.0194,2.14,8.0,15.4,9.2,21.6
20020425,4,3,0.68,1.0163,2.51,10.0,14.7,9.2,20.2
20020426,4,1,0.72,1.0171,2.76,11.8,14.5,8.8,20.2
20020427,4,6,0.91,1.0125,1.19,3.8,14.4,10.0,18.8
20020428,4,2,0.81,1.0148,2.73,11.8,14.7,8.4,21.0
20020429,4,3,0.74,1.0149,2.42,9.2,16.0,11.0,21.0
20020430,4,2,0.77,1.0172,2.84,11.6,15.0,9.6,20.4
20020501,5,0,0.64,1.0155,2.83,11.4,16.4,9.6,23.2
20020502,5,5,0.58,1.0112,2.16,6.7,19.3,12.4,26.2
20020503,5,6,0.65,1.01,2.25,6.3,21.3,17.4,25.2
20020504,5,7,0.91,1.0135,1.01,2.2,16.6,13.6,19.6
20020505,5,4,0.84,1.0165,2.36,9.5,15.0,11.4,18.6
20020506,5,4,0.76,1.0178,2.59,10.0,14.9,9.0,20.8
20020507,5,7,0.73,1.014,1.68,3.1,18.9,14.2,23.6
20020508,5,8,0.93,1.0084,0.64,0.0,16.4,13.8,19.0
20020509,5,4,0.83,1.0138,2.6,10.5,17.7,14.8,20.6
20020510,5,6,0.69,1.0123,1.98,4.0,18.9,14.0,23.8
20020511,5,4,0.83,1.009,2.41,0.0,18.9,14.2,23.6
20020512,5,6,0.92,1.0128,1.63,2.6,16.5,13.8,19.2
20020513,5,2,0.83,1.0174,2.67,11.2,16.9,11.8,22.0
20020514,5,1,0.75,1.022,2.94,11.7,17.0,11.4,22.6
20020515,5,1,0.74,1.0239,2.92,12.0,18.7,12.0,25.4
20020516,5,2,0.84,1.0231,2.8,11.2,20.0,14.6,25.4
20020517,5,2,0.76,1.0193,2.87,11.8,19.9,14.2,25.6
20020518,5,4,0.73,1.0158,2.67,9.3,19.1,13.0,25.2
20020519,5,6,0.87,1.0119,1.1,2.4,18.5,14.8,22.2
20020520,5,4,0.87,1.0117,2.09,8.8,18.8,14.4,23.2
20020521,5,3,0.89,1.0125,2.74,12.0,18.7,13.8,23.6
20020522,5,3,0.81,1.0121,2.85,10.2,19.4,13.6,25.2
20020523,5,7,0.75,1.009,2.02,6.3,21.4,15.4,27.4
20020524,5,7,0.95,1.0078,0.78,0.7,17.6,15.4,19.8
20020525,5,4,0.77,1.0088,2.47,8.0,20.5,14.6,26.4
20020526,5,2,0.86,1.0099,2.98,12.0,19.7,15.8,23.6
20020527,5,5,0.79,1.0091,2.21,6.8,18.2,13.0,23.4
20020528,5,3,0.73,1.0086,3.0,11.4,15.5,10.6,20.4
20020529,5,2,0.73,1.0147,3.09,11.8,16.5,10.6,22.4
20020530,5,1,0.75,1.0194,3.02,12.0,18.8,12.6,25.0
20020531,5,2,0.7,1.0204,2.79,12.0,20.9,14.0,27.8
20020601,6,1,0.71,1.0197,2.99,12.0,21.6,15.8,27.4
20020602,6,2,0.67,1.0165,2.96,13.0,22.0,16.0,28.0
20020603,6,4,0.73,1.0148,2.68,10.5,20.7,15.2,26.2
20020604,6,5,0.65,1.0126,2.32,8.0,21.8,16.0,27.6
20020605,6,7,0.66,1.0082,0.78,0.6,22.5,19.0,26.0
20020606,6,7,0.89,1.0048,1.57,2.5,20.1,15.4,24.8
20020607,6,5,0.73,1.011,1.33,5.0,18.1,14.4,21.8
20020608,6,5,0.77,1.0116,2.19,6.4,19.3,14.6,24.0
20020609,6,5,0.9,1.0069,1.71,4.6,17.8,14.0,21.6
20020610,6,3,0.82,1.0096,2.4,11.5,18.1,12.4,23.8
20020611,6,2,0.87,1.0151,2.98,11.4,19.4,14.0,24.8
20020612,6,5,0.8,1.0184,2.69,10.0,21.1,15.6,26.6
20020613,6,1,0.73,1.019,3.01,12.0,23.0,16.8,29.2
20020614,6,1,0.68,1.0184,2.95,11.2,23.4,17.4,29.4
20020615,6,0,0.62,1.0186,2.98,12.1,24.8,18.4,31.2
20020616,6,0,0.6,1.0183,3.03,12.1,25.6,19.2,32.0
20020617,6,2,0.54,1.0184,2.85,11.4,26.5,20.0,33.0
20020618,6,1,0.63,1.0177,2.92,12.0,26.9,19.6,34.2
20020619,6,0,0.5,1.0168,3.01,12.1,27.2,20.6,33.8
20020620,6,2,0.56,1.0183,2.8,11.2,28.0,22.2,33.8
20020621,6,1,0.62,1.0185,2.91,11.8,27.4,21.2,33.6
20020622,6,1,0.65,1.0171,2.84,12.2,28.1,22.6,33.6
20020623,6,0,0.64,1.0174,2.84,12.0,28.7,23.0,34.4
20020624,6,3,0.65,1.016,2.25,8.2,28.6,22.8,34.4
20020625,6,6,0.71,1.0157,2.1,6.6,28.4,22.8,34.0
20020626,6,2,0.81,1.0172,2.77,11.7,25.8,20.2,31.4
20020627,6,1,0.76,1.0152,2.72,11.9,26.5,21.4,31.6
20020628,6,3,0.79,1.0119,2.23,7.2,26.3,21.8,30.8
20020629,6,3,0.77,1.012,2.7,11.8,26.8,21.4,32.2
20020630,6,4,0.78,1.0146,2.49,12.0,24.7,20.8,28.6
20020701,7,4,0.8,1.0148,1.7,4.5,23.6,18.4,28.8
20020702,7,7,0.54,1.0094,1.37,2.2,28.1,22.4,33.8
20020703,7,4,0.86,1.01,2.42,8.5,26.6,22.8,30.4
20020704,7,3,0.81,1.0126,2.59,10.0,24.8,20.6,29.0
20020705,7,3,0.75,1.015,3.0,12.0,23.3,18.6,28.0
20020706,7,3,0.75,1.0156,2.62,10.8,22.5,16.8,28.2
20020707,7,3,0.76,1.0146,2.71,10.8,25.0,20.0,30.0
20020708,7,1,0.67,1.0146,2.81,12.2,25.1,18.8,31.4
20020709,7,2,0.56,1.0128,2.51,10.6,26.3,19.8,32.8
20020710,7,0,0.68,1.0113,2.77,12.0,26.0,20.8,31.2
20020711,7,0,0.73,1.0135,2.8,12.4,25.8,19.2,32.5
20020712,7,0,0.61,1.0139,2.83,12.4,27.0,20.8,33.2
20020713,7,2,0.79,1.0113,2.81,11.8,26.6,21.6,31.6
20020714,7,5,0.82,1.0107,1.51,5.2,24.3,20.8,27.8
20020715,7,6,0.84,1.0102,2.03,7.0,21.0,17.0,25.0
20020716,7,5,0.9,1.0113,1.57,5.8,22.1,19.0,25.2
20020717,7,6,0.91,1.0111,1.64,4.6,21.9,18.2,25.6
20020718,7,3,0.88,1.0099,2.75,11.5,22.9,18.0,27.8
20020719,7,4,0.87,1.0119,2.13,8.2,23.5,19.6,27.4
20020720,7,1,0.76,1.0157,2.71,12.0,24.2,18.8,29.6
20020721,7,0,0.69,1.0166,2.87,12.2,25.0,18.8,31.2
20020722,7,1,0.52,1.0147,2.81,12.4,25.2,18.4,32.0
20020723,7,1,0.6,1.0137,2.65,11.2,26.2,19.4,33.0
20020724,7,6,0.9,1.0112,1.74,3.2,24.5,20.0,29.0
20020725,7,2,0.83,1.0082,2.58,11.6,24.0,18.6,29.4
20020726,7,4,0.65,1.0093,2.33,10.4,23.3,18.8,27.8
20020727,7,2,0.53,1.0112,2.61,12.1,22.3,17.0,27.6
20020728,7,4,0.61,1.0123,2.08,6.8,24.2,18.4,30.0
20020729,7,2,0.75,1.0131,2.48,10.0,25.2,19.0,31.4
20020730,7,3,0.85,1.0106,1.95,7.9,23.9,18.0,29.8
20020731,7,6,0.91,1.0097,1.58,0.8,23.2,19.2,27.2
20020801,8,3,0.86,1.0126,2.54,11.3,24.7,20.6,28.8
20020802,8,2,0.74,1.0147,2.7,11.6,26.0,20.0,32.0
20020803,8,5,0.64,1.0133,1.82,10.1,26.2,20.8,31.6
20020804,8,1,0.69,1.0112,2.57,11.2,28.2,24.0,32.4
20020805,8,3,0.87,1.0131,2.46,9.8,25.8,21.6,30.0
20020806,8,5,0.81,1.0115,2.25,7.0,25.7,20.8,30.6
20020807,8,3,0.76,1.0085,2.75,10.8,23.6,19.2,28.0
20020808,8,2,0.79,1.0093,2.57,11.7,23.8,18.0,29.6
20020809,8,4,0.78,1.0096,2.37,10.2,23.6,21.0,26.2
20020810,8,6,0.89,1.0047,0.75,1.5,21.6,18.2,25.0
20020811,8,6,0.82,1.0022,2.03,10.0,19.4,16.0,22.8
20020812,8,4,0.88,1.0086,2.25,10.5,19.5,14.8,24.2
20020813,8,1,0.83,1.0123,2.61,12.0,21.6,16.0,27.2
20020814,8,1,0.83,1.0146,2.63,11.9,22.5,17.0,28.0
20020815,8,1,0.83,1.0133,2.57,11.7,22.8,17.6,28.0
20020816,8,1,0.78,1.0125,2.61,11.7,24.3,18.8,29.8
20020817,8,2,0.78,1.0111,2.43,11.9,23.7,18.0,29.4
20020818,8,2,0.8,1.0112,2.3,11.5,24.2,18.4,30.0
20020819,8,2,0.83,1.0141,2.4,11.6,24.5,18.6,30.4
20020820,8,2,0.83,1.0152,2.36,11.7,24.5,19.4,29.6
20020821,8,3,0.88,1.0135,2.32,11.4,24.2,19.6,28.8
20020822,8,2,0.86,1.0126,2.08,11.4,24.3,19.6,29.0
20020823,8,4,0.87,1.0149,1.66,6.5,24.6,19.6,29.6
20020824,8,3,0.86,1.0171,2.12,9.5,24.2,19.0,29.4
20020825,8,5,0.89,1.0188,0.94,2.9,23.1,19.8,26.4
20020826,8,5,0.88,1.0173,1.78,5.7,24.2,19.6,28.8
20020827,8,3,0.85,1.0144,2.26,10.3,24.1,18.8,29.4
20020828,8,7,0.93,1.0099,0.54,0.0,20.5,16.8,24.2
20020829,8,7,0.94,1.0077,1.12,1.4,20.9,18.0,23.8
20020830,8,3,0.86,1.0131,2.09,3.7,22.5,16.4,28.6
20020831,8,4,0.81,1.0136,2.33,10.2,22.9,18.0,27.8
20020901,9,3,0.83,1.0132,2.03,10.2,21.6,15.8,27.4
20020902,9,2,0.8,1.0167,2.25,8.6,22.0,16.0,28.0
20020903,9,5,0.86,1.0176,1.5,10.3,22.5,17.6,27.4
20020904,9,4,0.88,1.016,1.9,3.7,21.5,16.2,26.8
20020905,9,5,0.92,1.0137,1.37,8.6,21.2,17.2,25.2
20020906,9,5,0.89,1.0134,1.22,6.0,20.8,17.2,24.4
20020907,9,4,0.9,1.0124,1.58,4.9,20.1,15.2,25.0
20020908,9,3,0.86,1.0141,2.15,6.5,20.8,15.2,26.4
20020909,9,3,0.89,1.0161,1.99,10.4,21.6,16.2,27.0
20020910,9,5,0.92,1.0139,1.31,10.2,21.9,18.4,25.4
20020911,9,3,0.87,1.0123,2.0,5.4,21.9,16.4,27.4
20020912,9,5,0.85,1.0127,1.49,10.0,21.5,16.6,26.4
20020913,9,6,0.91,1.0146,1.18,4.6,20.0,15.6,24.4
20020914,9,2,0.84,1.0138,1.93,4.1,18.5,13.0,24.0
20020915,9,1,0.77,1.0115,2.02,10.0,18.8,13.2,24.4
20020916,9,2,0.82,1.0139,1.72,10.4,18.8,12.8,24.8
20020917,9,3,0.9,1.0159,0.98,10.2,19.1,15.0,23.2
20020918,9,0,0.82,1.0165,1.97,4.5,20.4,13.8,27.0
20020919,9,3,0.84,1.018,1.83,7.1,20.8,15.2,26.4
20020920,9,7,0.93,1.0174,0.83,8.7,21.9,18.8,25.0
20020921,9,4,0.93,1.0134,1.58,1.0,22.7,18.6,26.8
20020922,9,7,0.88,1.0045,1.16,7.8,22.3,19.6,25.0
20020923,9,6,0.85,0.9993,1.3,3.0,20.3,17.2,23.4
20020924,9,5,0.83,1.0024,1.7,5.7,18.3,15.0,21.6
20020925,9,6,0.85,1.0081,1.07,8.5,17.3,14.0,20.6
20020926,9,4,0.82,1.0097,1.67,5.3,16.3,12.2,20.4
20020927,9,3,0.79,1.0133,1.64,9.4,16.1,9.8,22.4
20020928,9,2,0.68,1.0166,1.68,8.0,14.5,8.2,20.8
20020929,9,3,0.67,1.0204,2.0,10.0,13.6,8.4,18.8
20020930,9,1,0.75,1.0215,2.04,10.5,14.6,8.8,21.0
20021001,10,2,0.84,1.0221,1.66,9.4,15.1,8.8,21.4
20021002,10,2,0.88,1.0238,1.29,7.6,16.0,9.4,22.6
20021003,10,7,0.92,1.0238,0.53,0.7,17.0,12.8,21.2
20021004,10,7,0.95,1.0203,0.38,0.0,17.1,14.6,19.6
20021005,10,5,0.88,1.0169,1.33,6.0,18.7,14.4,23.0
20021006,10,4,0.86,1.0103,1.24,6.0,15.3,9.6,21.0
20021007,10,3,0.82,1.0083,1.56,9.2,17.3,12.6,22.0
20021008,10,4,0.89,1.0127,1.37,7.4,16.4,11.4,21.4
20021009,10,7,0.91,1.0113,0.62,1.4,18.0,15.4,20.6
20021010,10,5,0.95,1.0056,0.91,3.5,19.8,17.8,21.8
20021011,10,5,0.89,1.0033,1.37,7.8,17.5,14.8,20.2
20021012,10,4,0.88,1.0018,1.21,6.3,16.3,12.2,20.4
20021013,10,2,0.83,1.007,1.5,9.4,16.1,10.8,21.4
20021014,10,3,0.88,1.0153,1.27,7.1,15.7,10.0,21.4
20021015,10,3,0.89,1.0189,1.48,9.5,16.6,10.8,22.4
20021016,10,2,0.91,1.0176,1.46,9.4,17.2,12.0,22.4
20021017,10,5,0.9,1.0114,1.06,5.4,18.6,14.8,22.4
20021018,10,4,0.85,1.0142,1.4,9.0,17.7,13.4,22.0
20021019,10,5,0.89,1.0175,0.96,4.6,15.4,11.8,19.0
20021020,10,2,0.87,1.0206,1.37,9.0,14.9,9.2,20.6
20021021,10,5,0.91,1.018,0.9,4.2,15.2,10.0,20.4
20021022,10,5,0.89,1.0101,1.3,8.4,19.6,15.6,23.6
20021023,10,5,0.89,1.0113,0.83,3.7,19.0,16.0,22.0
20021024,10,3,0.82,1.0137,1.2,8.0,17.5,13.4,21.6
20021025,10,5,0.84,1.0186,1.39,9.0,17.3,13.8,20.8
20021026,10,5,0.92,1.0213,0.67,2.0,17.4,13.4,21.4
20021027,10,1,0.91,1.0234,1.39,9.1,16.1,10.2,22.0
20021028,10,5,0.91,1.0214,1.02,6.0,17.8,13.6,22.0
20021029,10,3,0.88,1.024,1.09,7.7,15.9,10.8,21.0
20021030,10,4,0.82,1.0208,1.1,5.5,15.0,9.4,20.6
20021031,10,6,0.94,1.0169,0.81,3.2,18.8,16.8,20.8
20021101,11,5,0.94,1.0195,0.69,2.4,17.4,13.4,21.4
20021102,11,4,0.96,1.0197,0.92,4.8,15.5,10.8,20.2
20021103,11,8,0.96,1.0131,0.55,0.3,17.3,15.4,19.2
20021104,11,5,0.91,1.008,0.69,4.0,13.9,9.4,18.4
20021105,11,2,0.76,1.0118,1.23,8.8,12.5,7.2,17.8
20021106,11,1,0.68,1.0165,1.24,8.2,10.0,4.8,15.2
20021107,11,4,0.82,1.0107,1.11,7.0,8.8,2.4,15.2
20021108,11,8,0.8,1.0064,0.19,0.0,10.2,8.6,11.8
20021109,11,5,0.79,1.0079,0.9,5.4,8.8,4.2,13.4
20021110,11,2,0.82,1.0073,1.06,8.0,10.2,4.4,16.0
20021111,11,4,0.94,1.0137,0.49,2.6,11.5,5.8,17.2
20021112,11,6,0.93,1.0158,0.69,3.5,15.7,13.0,18.4
20021113,11,4,0.95,1.0136,0.69,5.1,15.0,11.4,18.6
20021114,11,4,0.83,1.0069,0.89,5.0,18.5,16.4,20.6
20021115,11,5,0.79,1.0042,0.42,0.0,20.6,18.6,22.6
20021116,11,8,0.78,1.0064,0.53,0.3,19.6,17.2,22.0
20021117,11,7,0.95,1.0145,0.08,0.0,16.4,13.4,19.4
20021118,11,8,0.95,1.0101,0.26,0.0,15.1,12.6,17.6
20021119,11,6,0.9,1.015,0.2,0.1,13.6,11.0,16.2
20021120,11,5,0.87,1.0175,0.58,4.0,14.3,11.2,17.4
20021121,11,6,0.79,1.0086,0.42,2.0,15.1,12.8,17.4
20021122,11,4,0.85,1.0062,0.8,6.6,13.8,11.4,16.2
20021123,11,5,0.83,1.0163,0.79,6.1,13.8,9.6,18.0
20021124,11,6,0.63,1.0149,0.4,0.5,16.2,13.0,19.4
20021125,11,6,0.61,1.0098,0.53,1.5,19.5,17.6,21.4
20021126,11,7,0.55,1.0069,0.14,0.0,17.5,13.8,21.2
20021127,11,7,0.94,1.0107,0.31,1.0,15.8,13.6,18.0
20021128,11,3,0.88,1.0173,0.85,7.4,15.0,10.0,20.0
20021129,11,6,0.96,1.0169,0.12,0.0,7.9,0.0,15.8
20021130,11,5,0.92,1.0141,0.49,3.2,10.8,7.0,14.6
20021201,12,1,0.87,1.0102,0.87,7.4,10.1,5.2,15.0
20021202,12,4,0.89,1.0021,0.63,4.8,8.7,5.2,12.2
20021203,12,6,0.87,1.0002,0.55,3.0,10.5,7.4,13.6
20021204,12,6,0.96,1.0003,0.39,1.2,9.1,6.2,12.0
20021205,12,4,0.85,1.0012,0.84,7.4,10.1,5.0,15.2
20021206,12,5,0.92,1.003,0.35,0.1,10.4,7.6,13.2
20021207,12,6,0.76,1.0035,0.38,0.2,11.2,8.6,13.8
20021208,12,4,0.79,1.0095,0.26,0.2,9.6,6.0,13.2
20021209,12,7,0.95,1.0151,0.05,0.0,6.4,5.4,7.4
20021210,12,6,0.89,1.0204,0.15,0.0,7.4,5.2,9.6
20021211,12,6,0.84,1.0219,0.23,0.5,10.3,7.2,13.4
20021212,12,7,0.96,1.0219,0.17,0.0,11.1,8.8,13.4
20021213,12,5,0.95,1.0204,0.5,4.1,10.2,7.0,13.4
20021214,12,3,0.95,1.022,0.6,5.2,8.1,4.0,12.2
20021215,12,6,0.91,1.0192,0.15,0.0,10.0,6.4,13.6
20021216,12,6,0.98,1.0207,0.39,0.0,9.5,7.2,11.8
20021217,12,6,0.92,1.0198,0.27,0.0,10.5,7.2,13.8
20021218,12,6,0.95,1.0139,0.16,0.0,9.0,6.0,12.0
20021219,12,0,0.69,1.0223,0.87,8.1,8.0,3.6,12.4
20021220,12,5,0.85,1.0262,0.66,6.7,7.7,2.4,13.0
20021221,12,7,0.89,1.024,0.27,0.0,9.8,7.6,12.0
20021222,12,5,0.83,1.0219,0.81,7.6,10.7,6.4,15.0
20021223,12,8,0.98,1.0186,0.13,0.0,11.4,8.2,14.6
20021224,12,7,0.96,1.017,0.38,2.3,16.3,11.8,20.8
20021225,12,8,0.99,1.0142,0.2,0.0,11.5,10.0,13.0
20021226,12,4,0.96,1.0173,0.7,5.5,11.6,7.4,15.8
20021227,12,5,0.91,1.0162,0.15,0.0,10.0,6.0,14.0
20021228,12,8,0.95,1.0047,0.2,0.0,12.4,10.2,14.6
20021229,12,3,0.94,1.0088,0.79,6.9,10.1,5.8,14.4
20021230,12,5,0.91,1.0146,0.28,0.9,9.7,5.0,14.4
20021231,12,7,0.92,1.0028,0.25,0.2,11.8,9.6,14.0
20030101,1,3,0.8,1.0082,0.9,8.0,10.1,5.4,14.8
20030102,1,6,0.95,1.0141,0.17,0.0,9.9,4.8,15.0
20030103,1,8,0.95,1.009,0.47,2.4,15.0,13.4,16.6
20030104,1,7,0.93,1.0077,0.48,2.5,13.5,11.4,15.6
20030105,1,4,0.7,1.0026,0.82,6.7,9.2,5.4,13.0
20030106,1,5,0.8,1.0038,0.17,0.0,8.3,3.6,13.0
20030107,1,6,0.86,0.9994,0.58,3.5,8.1,6.0,10.2
20030108,1,8,0.89,1.0069,0.17,0.0,9.2,5.8,12.6
20030109,1,6,0.89,1.0017,0.38,1.4,9.4,5.8,13.0
20030110,1,2,0.82,1.0091,0.85,6.8,8.5,3.8,13.2
20030111,1,3,0.66,1.0076,0.62,3.9,8.2,4.2,12.2
20030112,1,5,0.63,1.0162,0.18,0.0,4.9,2.8,7.0
20030113,1,6,0.72,1.0255,0.64,4.0,4.6,1.2,8.0
20030114,1,1,0.78,1.0314,0.99,8.5,5.0,0.0,10.0
20030115,1,0,0.8,1.034,0.99,8.4,6.5,1.0,12.0
20030116,1,5,0.89,1.0295,0.46,2.0,6.5,1.0,12.0
20030117,1,7,0.8,1.0237,0.57,3.0,8.4,4.6,12.2
20030118,1,7,0.87,1.0145,0.19,0.0,7.8,6.4,9.2
20030119,1,1,0.8,1.0147,1.05,8.8,7.6,2.8,12.4
20030120,1,5,0.9,1.0149,0.28,0.4,6.7,2.2,11.2
20030121,1,7,0.92,1.0088,0.52,2.4,9.4,5.6,13.2
20030122,1,4,0.87,1.0052,0.53,2.4,11.4,8.4,14.4
20030123,1,6,0.93,1.0102,0.2,0.0,9.3,6.0,12.6
20030124,1,7,0.62,1.0106,0.49,2.0,10.2,6.8,13.6
20030125,1,6,0.46,1.0154,0.29,0.4,9.9,7.8,12.0
20030126,1,1,0.65,1.0159,1.11,8.8,9.4,4.8,14.0
20030127,1,1,0.67,1.0171,1.13,9.0,8.4,3.8,13.0
20030128,1,2,0.67,1.0149,1.14,9.0,9.6,3.6,15.6
20030129,1,6,0.76,1.0021,0.73,4.0,9.5,5.8,13.2
20030130,1,5,0.92,0.9999,0.4,1.0,5.9,1.4,10.4
